"Label","Spot.ID","Track.ID","Quality","X","Y","Z","T","Frame","Radius","Visibility","Manual.spot.color","Mean.intensity.ch1","Median.intensity.ch1","Min.intensity.ch1","Max.intensity.ch1","Sum.intensity.ch1","Std.intensity.ch1","Mean.intensity.ch2","Median.intensity.ch2","Min.intensity.ch2","Max.intensity.ch2","Sum.intensity.ch2","Std.intensity.ch2","Mean.intensity.ch3","Median.intensity.ch3","Min.intensity.ch3","Max.intensity.ch3","Sum.intensity.ch3","Std.intensity.ch3","Mean.intensity.ch4","Median.intensity.ch4","Min.intensity.ch4","Max.intensity.ch4","Sum.intensity.ch4","Std.intensity.ch4","Mean.intensity.ch5","Median.intensity.ch5","Min.intensity.ch5","Max.intensity.ch5","Sum.intensity.ch5","Std.intensity.ch5","Mean.intensity.ch6","Median.intensity.ch6","Min.intensity.ch6","Max.intensity.ch6","Sum.intensity.ch6","Std.intensity.ch6","Contrast.ch1","Signal.Noise.ratio.ch1","Contrast.ch2","Signal.Noise.ratio.ch2","Contrast.ch3","Signal.Noise.ratio.ch3","Contrast.ch4","Signal.Noise.ratio.ch4","Contrast.ch5","Signal.Noise.ratio.ch5","Contrast.ch6","Signal.Noise.ratio.ch6","Ellipse.center.x0","Ellipse.center.y0","Ellipse.long.axis","Ellipse.short.axis","Ellipse.angle","Ellipse.aspect.ratio","Area","Perimeter","Circularity","Solidity","Shape.index"
"Track_10.2",2284,10,0.909498751163483,288.690327070285,345.339248434238,0,1,1,12.3478919448639,1,NA,40415.8604166667,40845,27756,48939,19399613,3628.34057599089,12330.225,12580,8012,15612,5918508,1934.24707759958,2955.42708333333,2960,1120,7026,1418605,1236.33161283088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00144278057456604,-0.0321885274772401,0.325813664625274,3.13311150793131,0.00309147203963719,0.0147346578285334,NA,NA,NA,NA,NA,NA,0.0180213415416587,-0.0153433239780773,13.4611211745317,11.4188616109657,0.239659820089579,1.17884966410354,479,80.073908319317,0.93877891012838,0.987628865979381,3.65867025638395
"Track_10.3",2387,10,0.893853306770325,288.013612565445,344.506457242583,0,2,2,12.3285429249673,1,NA,40744.89958159,40893,28279,50688,19476062,3151.46824694273,12316.5292887029,12630,7594,15506,5887301,1913.63047738119,3238.79916317992,3249,1083,7392,1548146,1348.95185082654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620732537960038,0.159517137652613,0.324943659123795,3.15697335221734,0.0575044842801567,0.261118150494957,NA,NA,NA,NA,NA,NA,0.0599893108443729,-0.000969293472344628,13.6328215730599,11.2488931501625,0.218053073651894,1.21192559935224,477.5,79.9180523645282,0.939492802103205,0.984536082474227,3.65727993615358
"Track_10.4",2475,10,0.911064505577087,289.273129251701,345.568027210884,0,3,3,12.4888688130694,1,NA,40566.6106557377,40748,28505,48784,19796506,3164.72993681069,12232.2131147541,12396,7794,15475,5969320,1870.32137474764,3548.10040983607,3693,1126,6453,1731473,1363.04144156246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326094885562953,0.0833282274555077,0.324653241683192,3.2057993350608,0.145052246497634,0.659501812330873,NA,NA,NA,NA,NA,NA,0.0304152147592171,-0.0283003022311501,13.6795877668078,11.5017235564608,0.227807439241431,1.18935111765259,490,80.3049084844853,0.954820557792321,0.993914807302231,3.62780597289077
"Track_10.7",2775,10,0.895506620407104,289.053144971409,343.349815001682,0,6,6,12.5587638167165,1,NA,40710.8888888889,41156,28236,50127,20151890,3440.26090035743,12225.0383838384,12540,7904,15531,6051394,1950.27345340547,3220.06262626263,3206,1110,7413,1593931,1351.02463369375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433049051336831,0.102049209504458,0.326115932064458,3.08301218612507,0.0592665111948674,0.266707461976117,NA,NA,NA,NA,NA,NA,0.0195210814920875,0.00252897761837098,13.8326485696847,11.4905761409044,0.179257400772756,1.20382550013684,495.5,80.7640500244858,0.954591020112422,0.991991991991992,3.62824211155983
"Track_10.8",2864,10,0.89717423915863,289.20357020254,344.566083075867,0,7,7,12.4313896947296,1,NA,40701.4618556701,41153,27487,49382,19740209,3504.59056878884,12317.3113402062,12542,8104,15540,5973896,1888.8438284408,3499.43917525773,3558,1147,7888,1697228,1480.09801681214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279504448089334,0.0647409786707426,0.32723034814678,3.21556382366594,0.115453483691357,0.489433335435834,NA,NA,NA,NA,NA,NA,0.0411145663849652,0.00832501099706867,13.5085314497283,11.510383561563,0.0322108230747926,1.17359524793229,485.5,79.6661164623235,0.961284200965599,0.993858751279427,3.61558877756047
"Track_10.9",2962,10,0.896459102630615,289.103580118179,344.514424748001,0,8,8,12.3543348839639,1,NA,40871.9083333333,41205,26977,49765,19618516,3446.64725896002,12316.1354166667,12536,7907,15813,5911745,1815.82882046047,3920.02708333333,4065,1211,7901,1881613,1576.89857643114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451832473358383,0.1066786840245,0.322941485220762,3.31140842223459,0.163351136442971,0.698114476563378,NA,NA,NA,NA,NA,NA,0.0281450866407151,0.00475190073281832,13.5488932914312,11.3590143507197,0.111870593916168,1.19278776072439,479.5,79.9906717826602,0.941715648775043,0.985611510791366,3.65296102336869
"Track_10.10",3058,10,0.896448731422424,289.270833333333,344.564890710382,0,9,9,12.463355264843,1,NA,40712.063394683,40929,27369,50378,19908199,3579.61383547679,12252.445807771,12440,8212,15471,5991446,1822.64438071531,4142.78527607362,4351,1213,8245,2025822,1675.26492305119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112483161015435,0.0255573729556734,0.323253577679779,3.28436267803724,0.19616001641392,0.81107335108245,NA,NA,NA,NA,NA,NA,0.0440054424180135,0.00778445577857034,13.6118663371824,11.4866617773437,0.0283757324856154,1.18501498529629,488,80.0644620999917,0.956643457065215,0.992878942014242,3.62434790385785
"Track_10.11",3152,10,0.89661717414856,289.373088685015,344.388379204893,0,10,10,12.4952390602641,1,NA,40757.3032786885,41056,28111,49347,19889564,3256.01624263602,12306.5737704918,12537,7881,15582,6005608,1934.45107874721,4468.21926229508,4630,1225,9213,2180491,1950.02668519567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553411514412187,0.137784465324017,0.325729075736947,3.12615962372898,0.206079435576931,0.783037680621993,NA,NA,NA,NA,NA,NA,0.0257100963028616,0.00598702111111159,13.6390311270509,11.5301730999223,0.123295942352253,1.18289907782416,490.5,80.4749297534725,0.95176047037619,0.992914979757085,3.63363332903589
"Track_10.12",3253,10,0.888838648796082,289.033401499659,344.440013633265,0,11,11,12.4761185608295,1,NA,40902.6441717791,41129,27484,49602,20001393,3152.37405921195,12300.7034764826,12547,7586,15612,6015044,1977.68619048654,4566.40899795501,4709,1236,9253,2232974,1982.39870443902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785597572123106,0.202276435611554,0.325486345074716,3.05464031745464,0.199817634193213,0.767242001670223,NA,NA,NA,NA,NA,NA,0.0268930268247543,-0.00176454907574895,13.6919284111201,11.4524142315606,0.0888473770025845,1.19554952643853,489,80.7334850742754,0.942782087347891,0.985887096774193,3.65089439478572
"Track_10.13",3353,10,0.884201169013977,288.438848920863,344.405618362453,0,12,12,12.4441857760327,1,NA,40781.7166324435,41126,28008,50312,19860696,3184.69316922197,12361.2381930185,12625,7873,15439,6019923,1890.06414765267,4411.41067761807,4650,1198,8742,2148357,1829.53655101249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484909404286686,0.123591232587628,0.325858789629366,3.2147528838777,0.175348082351336,0.719450490390719,NA,NA,NA,NA,NA,NA,0.0622263654025772,-0.0115106614930924,13.9948006510328,11.1589718165329,0.133603014769312,1.25412993966867,486.5,80.8059534881674,0.936280525573362,0.986815415821501,3.66354842873481
"Track_10.14",3447,10,0.882600665092468,289.215369059656,345.343444556791,0,13,13,12.5460845971117,1,NA,40736.3427419355,41117,29517,48552,20205226,3246.29788638368,12296.1350806452,12570,8204,15670,6098883,1884.85499158214,4374.60887096774,4543,1251,8419,2169806,1776.28565709401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638256437678177,0.159168001232188,0.327157654729722,3.21629034515916,0.181917357871071,0.758129585258938,NA,NA,NA,NA,NA,NA,0.0627925665108512,-0.0152163971180259,14.1093611215426,11.2465339246638,0.212402641817293,1.25455195494503,494.5,81.6147667793165,0.932907688047605,0.988011988011988,3.67016505620967
"Track_10.15",3539,10,0.887670516967773,287.81193124368,344.51735760027,0,14,14,12.5460845971117,1,NA,40666.004048583,41084,27134,51182,20089006,3638.91567169447,12280.9696356275,12549,7851,15417,6066799,1907.40706431933,4745.26720647773,5102,1217,8089,2344162,1981.12306990531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164399211986661,0.036683929058349,0.323945799986744,3.15080418675713,0.232327225430216,0.903136252581805,NA,NA,NA,NA,NA,NA,0.0664747994508337,0.00738317892414397,13.898898606091,11.4190070225394,0.0751261078802601,1.21717226188377,494.5,81.1108949749071,0.944534385954221,0.988011988011988,3.64750625606443
"Track_10.16",3634,10,0.890488266944885,286.935834155972,344.642316551497,0,15,15,12.697399629534,1,NA,41004.3102766798,41217,28222,51549,20748181,3321.10043801438,12136.6956521739,12284,7847,15266,6141168,1878.21006276248,4884.69367588933,5219,1212,8112,2471655,2152.02467757933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700154062868334,0.171688408630566,0.320180264846191,3.13435091375412,0.267936987758422,0.959301407914835,NA,NA,NA,NA,NA,NA,0.0490711964487721,-0.0129195979648543,14.2815877110751,11.3669709024887,0.188740510534519,1.25641103804957,506.5,82.0487918885053,0.94546385882473,0.992164544564153,3.64571290790123
"Track_10.17",3719,10,0.903056859970093,286.680203045685,344.363790186125,0,16,16,12.5206876386849,1,NA,41235.3805668016,41264,29033,51717,20370278,3021.52976731887,12251.2995951417,12407,7645,15630,6052142,1919.65990462155,4380.31174089069,4510,1206,8490,2163874,2069.87885016119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109368670972558,0.295285434742521,0.319818800504207,3.09298306110086,0.227425028870634,0.784211798623471,NA,NA,NA,NA,NA,NA,0.061597780118312,-0.00595015296077926,13.9627865215117,11.3140237605462,0.189573790877315,1.23411324008371,492.5,80.8508347568163,0.946775655684694,0.990945674044266,3.64318638938011
"Track_10.18",3816,10,0.901794970035553,286.25700280112,344.070728291317,0,17,17,12.3091634899974,1,NA,41139.8350730689,41541,28317,48222,19705981,2920.28051397012,12395.7473903967,12624,8183,15893,5937563,1797.83770312178,3742.83089770355,3581,1140,7827,1792816,1792.98022943471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931190484990426,0.2599447827295,0.320583508022023,3.34755357739136,0.182338072676064,0.643858429985388,NA,NA,NA,NA,NA,NA,0.0609714625897918,-0.00306975320401277,13.8346463200091,11.0545790997571,0.269505188924344,1.25148557852493,476,79.8510324700348,0.938114275792905,0.986528497409327,3.65996607257159
