"Label","Spot.ID","Track.ID","Quality","X","Y","Z","T","Frame","Radius","Visibility","Manual.spot.color","Mean.intensity.ch1","Median.intensity.ch1","Min.intensity.ch1","Max.intensity.ch1","Sum.intensity.ch1","Std.intensity.ch1","Mean.intensity.ch2","Median.intensity.ch2","Min.intensity.ch2","Max.intensity.ch2","Sum.intensity.ch2","Std.intensity.ch2","Mean.intensity.ch3","Median.intensity.ch3","Min.intensity.ch3","Max.intensity.ch3","Sum.intensity.ch3","Std.intensity.ch3","Mean.intensity.ch4","Median.intensity.ch4","Min.intensity.ch4","Max.intensity.ch4","Sum.intensity.ch4","Std.intensity.ch4","Mean.intensity.ch5","Median.intensity.ch5","Min.intensity.ch5","Max.intensity.ch5","Sum.intensity.ch5","Std.intensity.ch5","Mean.intensity.ch6","Median.intensity.ch6","Min.intensity.ch6","Max.intensity.ch6","Sum.intensity.ch6","Std.intensity.ch6","Contrast.ch1","Signal.Noise.ratio.ch1","Contrast.ch2","Signal.Noise.ratio.ch2","Contrast.ch3","Signal.Noise.ratio.ch3","Contrast.ch4","Signal.Noise.ratio.ch4","Contrast.ch5","Signal.Noise.ratio.ch5","Contrast.ch6","Signal.Noise.ratio.ch6","Ellipse.center.x0","Ellipse.center.y0","Ellipse.long.axis","Ellipse.short.axis","Ellipse.angle","Ellipse.aspect.ratio","Area","Perimeter","Circularity","Solidity","Shape.index"
"Track_15.11",7681,15,0.846049726009369,276.918010752688,333.949260752688,0,10,10,12.5650986286284,1,NA,40975.7329317269,41297,24874,56609,20405915,3647.21552661001,8201.84738955823,6915,5469,16327,4084520,2752.26025584402,6960.32530120482,6780,3547,11359,3466242,1857.82072809755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316118092008186,0.0708066311809579,-0.0352440125835925,-0.217730889197318,0.487513113786974,2.45573346415374,NA,NA,NA,NA,NA,NA,-0.0776613127698342,-0.0717130274007586,16.8548492784291,9.51018927447357,0.35872411421323,1.77229377796607,496,85.9987417091728,0.842766660360169,0.991008991008991,3.86145749464965
"Track_15.12",9693,15,0.833971261978149,277.266260162602,334.118699186992,0,11,11,11.4239683707263,1,NA,40750.1143552311,41128,28130,49602,16748297,3400.85939340636,8002.50121654501,6936,5491,14925,3289028,2478.94987835349,7076.79075425791,6981,3886,10435,2908561,1663.76143928183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00224963081585798,-0.0540330528974058,-0.0765021227094173,-0.534842096854047,0.467367052000788,2.70953412556565,NA,NA,NA,NA,NA,NA,-0.0826927049213815,-0.0415094366207416,14.9561345386,8.78327829373612,0.304882353384465,1.70279638631809,410,76.9104597599493,0.871009527837429,0.985576923076923,3.79833686984146
"Track_15.13",15779,15,0.853915989398956,277.885267275098,332.871794871795,0,12,12,11.0486126437433,1,NA,40843.1171875,40965,27791,64933,15683757,3796.11997588969,7970.63020833333,6943,5418,14743,3060722,2461.49336716119,6991.0703125,6844,3822,10596,2684571,1713.10408194174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000475148352815669,-0.0102292684887087,-0.098648054154859,-0.708790860928179,0.464150013307641,2.5873948374131,NA,NA,NA,NA,NA,NA,0.0637060467757679,-0.00609143781128457,13.7345048501191,8.98247905473431,0.440929056023134,1.5290327721811,383.5,73.7269123646558,0.886590635244426,0.98081841432225,3.76481259000717
"Track_15.14",18839,15,0.795512914657593,279.022028262677,333.768911055694,0,13,13,11.2978876060837,1,NA,40899.8300492611,40988,29803,60420,16605331,3702.62002707172,8403.63793103448,7084,5365,16220,3411877,2834.02593006593,6935.11822660099,6713,3952,10492,2815658,1673.61490498426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368157584416547,0.0810364025131594,-0.0713605954254941,-0.455727111612158,0.470406417590708,2.65133239557139,NA,NA,NA,NA,NA,NA,0.0579105345369166,-0.0386960447876072,14.3469521424545,8.99063215806873,0.564553586729449,1.59576678149141,401,75.6213861979146,0.881180683899497,0.984049079754601,3.7763518167176
"Track_15.15",18865,15,0.818282186985016,290.252418645559,339.095426561126,0,14,14,15.5331546611535,1,NA,41064.7657068063,41017,28295,57996,31373481,3967.55966128722,9204.17146596859,7726,5379,15417,7031987,2915.41818633782,5926.82068062827,6075,2764,8398,4528091,1227.46220546154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519316081733978,0.106944419023861,0.119108367907598,0.67202273892459,0.53294304765761,3.35736404826535,NA,NA,NA,NA,NA,NA,-0.39778790202808,-0.19066879680547,28.2874152679061,8.88866396455515,0.443194734478012,3.18241474542251,758,124.373567745647,0.615776179164072,0.958280657395702,4.51745140774607
"Track_15.16",18891,15,0.802223086357117,292.346736980883,340.387387387387,0,15,15,15.538276888716,1,NA,41089.147327249,41214,26845,65535,31515376,4286.87942617457,9170.93611473273,7700,5478,15266,7034108,2847.34948663604,5883.01434159061,5998,2752,8184,4512272,1322.27782284443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661931534834339,0.126056042416771,0.119558312050837,0.687916844624533,0.526974660618731,3.07089587707421,NA,NA,NA,NA,NA,NA,0.164509287176841,0.0135297203805206,28.5121523227784,8.87817129091781,0.436881015803053,3.21148932460288,758.5,123.58704318916,0.624050255518264,0.983149708360338,4.48740377894968
"Track_15.17",18921,15,0.767376899719238,290.968268090154,338.472716488731,0,16,16,13.3749824685975,1,NA,41029.5452930728,41143,28585,59208,23099634,3782.41223083589,9421.48667850799,8115,5434,15630,5304297,2865.2639468542,5641.60035523979,5660,2726,8914,3176221,1580.88893248963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528299148092526,0.114011698602044,0.100698184941361,0.601642062149323,0.362107851703914,1.89739346333852,NA,NA,NA,NA,NA,NA,-0.201501282152842,-0.123089436552891,21.6048574220267,8.52484826321876,0.286687864061271,2.53433923454601,562,100.38737534406,0.700790136092579,0.977391304347826,4.23458584875112
"Track_15.18",18930,15,0.883138179779053,287.01867816092,336.255747126437,0,17,17,8.59347971398312,1,NA,40600.5128205128,41196,29748,48222,9500520,3632.04068040637,10593.1923076923,11070,5586,15308,2478807,2673.25154148665,4481.97435897436,4569,2417,6651,1048782,1040.83128267571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103844837541675,-0.234600658001119,0.0957334894468527,0.692430166078697,0.214062731503013,1.51851456497304,NA,NA,NA,NA,NA,NA,0.0271906155795817,0.0372169846606948,9.92209552479324,7.51056217027819,0.120287614606769,1.3210855991657,232,56.1465242289822,0.92480910398551,0.987234042553191,3.68619990698982
"Track_35.1",6348,35,0.490214318037033,297.45,343.347619047619,0,9,9,10.5550206141119,1,NA,41276.8179190751,41016,29060,64273,14281779,4448.81522268469,11155.5144508671,11622,7058,15471,3859808,2616.9819703475,4528.72543352601,4590,2704,6630,1566939,975.571197850725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014442333407769,0.264181157980561,0.197749198322366,1.40756257443736,0.205646157539542,1.58360822847862,NA,NA,NA,NA,NA,NA,-0.0838915265161589,0.154277993480213,14.0854580651713,8.0195781047295,0.584398052376773,1.7563839245938,350,72.7416093901614,0.831212560803712,0.988700564971751,3.8882025728646
"Track_35.2",7690,35,0.734906792640686,299.673057517659,344.436596030945,0,10,10,12.5587638167165,1,NA,40871.53722334,41118,26526,62972,20313154,4525.53719399995,10355.9195171026,10093,6446,15574,5146892,2854.24767387696,4495.26358148893,4380,2315,8466,2234146,1335.47954150858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689276716288895,0.123649173139859,0.214837370264798,1.28327191948286,0.224234826201445,1.23306580052746,NA,NA,NA,NA,NA,NA,0.0348343116993499,0.363888573593783,16.4067654467417,9.71473769673766,0.441141837637778,1.68885315887132,495.5,87.8417372549494,0.806959409998195,0.978282329713722,3.94619995114603
"Track_35.3",9695,35,0.826720833778381,302.546951490877,346.694704049844,0,11,11,10.9181982202115,1,NA,40621.0026737968,40814,25345,58917,15192255,4486.5404368116,9892.84759358289,8419,6405,15612,3699925,2944.16410542264,4867.33689839572,4915,2819,6748,1820384,997.234099227292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103202706334923,0.184969902674019,0.138235266183723,0.816161522639216,0.271548290347005,2.08467566812194,NA,NA,NA,NA,NA,NA,-0.0514803922519345,0.207257671423783,14.0725689313048,8.55918837830919,0.30564027667197,1.64414758845216,374.5,75.7764253861607,0.81958397326258,0.976531942633638,3.91568911088403
"Track_35.4",15791,35,0.738105714321136,302.648648648649,346.200940070505,0,12,12,11.6379060217551,1,NA,40663.5422535211,40964,25290,55550,17322669,4396.89178497705,9782.93192488263,8096,5892,15439,4167529,3014.01333500537,4954.66431924883,5045,2828,6898,2110687,1009.30760308319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571001128906289,0.105015552140978,0.146090197700568,0.827477390842047,0.288836028483632,2.20026192697806,NA,NA,NA,NA,NA,NA,-0.164320902438622,0.173303007120662,15.6182184192931,8.8556098301477,0.24196726755127,1.76365250037587,425.5,82.5756060424497,0.784162173466952,0.970353477765108,4.00315114224195
"Track_35.5",18840,35,0.761252164840698,304.818692338548,346.88728439631,0,13,13,11.5003372867653,1,NA,40798.6995192308,40824,28326,55805,16972259,4131.09282995852,9265.43509615385,7631,5549,15670,3854421,2997.26637231673,4831.57211538462,4905,2908,6460,2009934,937.396304095242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703949275676511,0.138072193822481,0.106461687452917,0.594877355865682,0.273534102627567,2.21409435819782,NA,NA,NA,NA,NA,NA,-0.301337212384039,0.21323057390681,16.2426810928642,8.27379956849945,0.134129297883778,1.96314655176135,415.5,81.7443164787561,0.781386239117238,0.978798586572438,4.01025558829651
"Track_35.6",18942,35,0.833217799663544,310.76682464455,344.903633491311,0,17,17,12.957949874959,1,NA,40829.1164122137,40999,25112,57231,21394457,4063.90007694218,6832.09732824427,6570,5003,13715,3580019,1636.85033324787,7032.7213740458,7048,3075,11259,3685146,1831.05345521947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280953186562307,-0.0566125607524928,-0.0264454043769663,-0.226759228172523,0.513596886617288,2.6065408812819,NA,NA,NA,NA,NA,NA,0.138697490925592,-0.0111394915725466,16.3332629105873,10.387654703381,-0.12391012493045,1.57237253037215,527.5,86.4292317182809,0.887382833442199,0.987827715355805,3.76313172377075
"Track_35.7",18964,35,0.845745325088501,312.474488237091,345.810571341277,0,18,18,13.177178867772,1,NA,40618.5524861878,40936,27073,53875,22055874,4301.13549417061,6618.04604051565,6342,4978,14216,3593599,1507.18825716159,7551.11049723757,7269,3735,13296,4100253,2133.81947510643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566163361289917,-0.10754219051735,-0.04921831120612,-0.454609154595774,0.559136559786373,2.53814764322897,NA,NA,NA,NA,NA,NA,0.415372552020535,-0.0214639185578167,17.0292677191494,10.2959295056811,-0.0340202595589167,1.65398060561244,545.5,90.373177279264,0.839316027778161,0.984657039711191,3.86938704898193
"Track_35.8",18989,35,0.875931203365326,312.604242424242,345.138484848485,0,19,19,13.2314185710031,1,NA,40452.1220400729,40934,28182,51206,22208215,4190.09682109084,6339.66302367942,6156,4976,12223,3480475,1084.14048051681,7841.01639344262,7372,4175,14288,4304718,2380.56128941275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663064752647619,-0.128882048796395,-0.0575559323370994,-0.714241560348957,0.590698840544233,2.44625172093551,NA,NA,NA,NA,NA,NA,0.248509967994442,-0.035470539907133,16.3109483774941,10.8729104272086,0.0599035682376312,1.50014556697508,550,88.9191861391559,0.874141211242306,0.972590627763042,3.79152683652518
"Track_35.9",19012,35,0.905331909656525,314.153667953668,347.034749034749,0,20,20,14.3563801601937,1,NA,40263.0030864198,40570,24927,59840,26090426,4380.87523313968,6141.72685185185,5884,4862,11328,3979839,973.985010986909,7328.04938271605,7030,3430,14166,4748576,2493.13166641041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00796339481242878,-0.147552246387086,-0.0555769516743474,-0.742157986182261,0.614410858763867,2.23726784398068,NA,NA,NA,NA,NA,NA,0.207078016494589,-0.0347316488499798,16.3654213108152,12.7131363948904,0.0783160491930058,1.2872843335019,647.5,94.6538603955151,0.908182176932492,0.990061162079511,3.71979018957746
"Track_35.10",19052,35,0.8370241522789,313.591760299625,349.66024612092,0,21,21,14.0821539223409,1,NA,39852.176565008,40303,24961,58419,24827906,4596.31413538654,6127.08025682183,5869,4951,10622,3817171,916.107647519825,7539.72712680578,7209,3493,14695,4697250,2581.87367705373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144519412309767,-0.254284986042223,-0.0552280320450712,-0.781933149896851,0.611980803452619,2.21732098960087,NA,NA,NA,NA,NA,NA,0.0827343499940634,-0.123757244574781,17.1842285201575,11.657207290796,0.42771222098308,1.47412910240734,623,93.4294329399663,0.896872039359704,0.986539984164687,3.74317119044387
"Track_35.11",19080,35,0.835338711738586,313.110009910803,351.026759167493,0,22,22,12.6723059298504,1,NA,39605.0492125984,39628,26325,55309,20119365,4391.28445752748,6100.20078740157,5953,5002,9593,3098902,852.717867976415,8521.57086614173,7797,4154,17271,4328958,3190.19819842967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176023055181135,-0.323199888564723,-0.06931837620123,-1.06565347167824,0.604545325334203,2.0128382091249,NA,NA,NA,NA,NA,NA,0.107822437263878,-0.0761079213419222,16.4155698639581,9.90120718821673,0.315518094963583,1.65793620433416,504.5,85.0728938395557,0.875968769120929,0.992133726647001,3.7875695877481
"Track_35.12",19113,35,0.802810788154602,312.021730217302,352.443214432144,0,23,23,11.3751030207955,1,NA,39386.5184275184,39735,26757,58918,16030313,4730.04924822876,5956.82063882064,5831,4978,7989,2424426,725.853148283785,9376.68796068796,8652,4749,17112,3816312,3064.50048862065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185001150712232,-0.313903460098245,-0.041910749219569,-0.717984735800589,0.580737510260452,2.24822557420872,NA,NA,NA,NA,NA,NA,0.0742392753338796,0.0113078065804173,13.4787689588907,9.69765681706158,0.0266722173465236,1.38989956163192,406.5,74.8775495028732,0.911102352703719,0.987849331713244,3.71382425230538
"Track_35.13",19140,35,0.806316375732422,310.297757153906,351.215003866976,0,24,24,11.7128801302333,1,NA,39468.1748251748,39846,24007,60477,16931847,5441.61513910792,6090.27505827506,5879,4966,8176,2612728,727.623168658094,8502.06993006993,8146,4481,14042,3647388,2366.07138004587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196924210988147,-0.291397599578304,-0.0336649927783931,-0.583191514738995,0.558353999206023,2.57495911245737,NA,NA,NA,NA,NA,NA,0.0341051988376671,0.019078357752393,14.674969576855,9.42874595779797,-0.250407173520182,1.5564073570906,431,78.492349284444,0.87908825689358,0.979545454545454,3.78084342724282
"Track_35.14",19163,35,0.854945600032806,308.988454376164,351.429795158287,0,25,25,11.9349769194266,1,NA,39530.1919642857,39883,24058,59705,17709526,5026.76782475201,6206.20089285714,6092,5019,8810,2780378,799.658472848444,7494.50446428571,7300,3502,11841,3357538,1917.72795867139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178009038044685,-0.285044467133891,-0.0355023129005045,-0.571355929374044,0.486751036769558,2.5589073021329,NA,NA,NA,NA,NA,NA,0.0119852843476369,0.00936736421865443,14.9081659763024,9.64512922876313,-0.148486532462562,1.5456678311623,447.5,79.0587285253573,0.899711460962024,0.992239467849224,3.73725993972675
"Track_35.15",19193,35,0.82508659362793,307.97056384743,351.470978441128,0,26,26,11.3119659761636,1,NA,39666.7111111111,40223,27756,61128,16065018,4771.68097837711,6298.95061728395,6200,5013,10383,2551075,856.912892583665,6651.61234567901,6930,2974,8968,2693903,1516.07290060413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128179007367328,-0.215876029214112,-0.0385681303581432,-0.589754949700798,0.366670989172263,2.35423285351068,NA,NA,NA,NA,NA,NA,0.0184123534694003,-0.0123382990371265,13.8337934504947,9.31372797062782,3.10466295751586,1.48531216437946,402,75.4947413002882,0.886344419341609,0.978102189781022,3.7653354637034
"Track_35.16",19224,35,0.775189280509949,308.62391996362,349.916325602547,0,27,27,10.8009524249651,1,NA,39542.0576923077,40073,24857,57863,14393309,5243.38697180137,6352.80769230769,6204,5095,9691,2312422,809.970210890621,6413.32967032967,6510,3297,11390,2334452,1364.91404833331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167541553184537,-0.257002748537647,-0.0393868680561217,-0.643175639117991,0.269856726702681,1.99704008016876,NA,NA,NA,NA,NA,NA,-0.0640817675452739,0.0536205519933269,13.8752342119842,8.51536010185671,-0.167932000295675,1.62943598931991,366.5,72.9288991858802,0.865933470538049,0.983892617449665,3.80945342978964
"Track_35.17",19248,35,0.83026659488678,309.324773413897,348.616817724068,0,28,28,10.2645298151856,1,NA,39525.8029850746,40104,22993,61898,13241144,5653.81152528665,6335.88656716418,6195,5079,8822,2122522,773.829221302203,6699.61492537313,6508,3639,16153,2244371,1984.70865697461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147993206811737,-0.210032474318925,-0.0285824770384637,-0.481821520233106,0.248688775680764,1.34457505375492,NA,NA,NA,NA,NA,NA,-0.027758589537578,0.104707013035494,12.4992879567133,8.49413070064476,-0.23043569408951,1.47152055898605,331,68.7203396550364,0.880779632092338,0.979289940828403,3.77721147576346
"Track_35.18",19274,35,0.870780944824219,314.48880866426,348.516245487365,0,29,29,14.8468715958034,1,NA,40117.6618705036,40515,18589,61087,27881775,4749.43624373907,5892.68633093525,5576,4939,9577,4095417,826.732443172437,6738.40863309353,6522,2416,12834,4683194,2510.26215146738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127789127429048,-0.218676960342413,-0.0500412706707789,-0.750934279605219,0.608453134870827,2.03089272198727,NA,NA,NA,NA,NA,NA,-0.0287174427774158,-0.0855253122707867,19.2738066513438,11.5286741645956,-0.255978042735901,1.6718146749722,692.5,99.6630228341973,0.876115837066531,0.987170349251604,3.78725167690072
"Track_35.19",19297,35,0.882396459579468,314.472629144179,348.390902081727,0,30,30,14.3674618910296,1,NA,39991.0927357032,40091,21121,59946,25874237,4593.56197754439,5950.34775888717,5613,4846,9603,3849875,863.925174450845,6814.10510046368,6758,2743,10781,4408726,2037.21569037806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163564575779588,-0.289531081703153,-0.0511912524343855,-0.743212986109759,0.579339450003502,2.45391451857546,NA,NA,NA,NA,NA,NA,-0.0306705651337577,0.0085275066153232,18.7454717418093,11.1330429793019,-0.207141447229422,1.68376891894337,648.5,96.0674329582759,0.88301376258335,0.994631901840491,3.77243005092443
